Cinsiyet,Medeni Durum,Eğitim Düzeyi,İstihdam Durumu,Yıllık Ortalama Gelir,Yaşadığı Şehir,En Çok İlgilendiği Ürün Grubu,Yıllık Ortalama Satın Alım Miktarı,Yıllık Ortalama Sipariş Verilen Ürün Adedi,Eğitime Devam Etme Durumu,Öbek İsmi,Yıllık Ortalama Sepete Atılan Ürün Adedi,Yaş Grubu_18-30,Yaş Grubu_31-40,Yaş Grubu_41-50,Yaş Grubu_51-60,Yaş Grubu_>60
0,0,3,1,0.28548331279410966,0,0,0.5253709239020667,0.3521324243458813,0,obek_7,0.4009173718693432,0,1,0,0,0
1,0,5,1,0.26295125665376073,0,2,0.5929272193984887,0.3806100501118762,0,obek_7,0.3982314304488165,0,0,1,0,0
0,0,3,1,0.13231911222925397,0,0,0.02295570116734072,0.14563738048485117,0,obek_7,0.3587501174999715,1,0,0,0,0
1,0,7,1,0.2514814818239026,0,4,0.5145701197190466,0.29480127947021234,0,obek_7,0.35923355104532756,0,0,1,0,0
1,0,5,1,0.25812298627734637,0,2,0.5533532301896353,0.3487214401991692,0,obek_7,0.41539435795333524,1,0,0,0,0
0,0,4,1,0.25917432965637927,1,1,0.49739011703038577,0.30886052099421535,0,obek_7,0.40015067337356364,0,0,0,0,1
1,0,6,2,0.26731665678664535,0,2,0.6027471214566604,0.25591404692615694,0,obek_7,0.431872501095368,0,1,0,0,0
0,0,5,1,0.24918120409272423,1,1,0.5070669147411186,0.35229658404682235,0,obek_7,0.36674506145675245,0,0,0,1,0
0,1,2,1,0.2566010871376422,1,3,0.536945331799511,0.358518778540256,0,obek_7,0.5034541594009263,0,0,1,0,0
1,1,6,1,0.2706582240026532,0,4,0.46230893380343235,0.32753697939155635,0,obek_7,0.3466783449536161,0,1,0,0,0
1,0,6,1,0.24997724101927174,0,3,0.6033739193918168,0.28919994009893835,0,obek_7,0.31462999475571496,0,0,1,0,0
1,0,0,1,0.28854590102384176,0,2,0.4183446761213819,0.28837130022842694,0,obek_7,0.3994116324251496,0,0,0,0,1
1,1,5,1,0.2820054692722813,0,4,0.5883693963380916,0.2729364891051215,0,obek_7,0.3846867410801682,0,0,1,0,0
1,0,5,1,0.25032441105473097,0,0,0.6087635488528593,0.36790395101093687,0,obek_7,0.43390448224521616,1,0,0,0,0
0,1,6,1,0.28030594005704634,0,4,0.5165530144346646,0.3122722732547347,0,obek_7,0.3525807474834247,0,1,0,0,0
1,1,5,1,0.2539959846161461,0,3,0.5507021132250369,0.3186667892114325,0,obek_7,0.41838647720033223,0,0,1,0,0
0,0,5,1,0.24628584958768338,0,3,0.4844015071761851,0.3237675311653127,0,obek_7,0.38456460446405705,0,0,1,0,0
1,1,6,1,0.2506019240555555,0,3,0.474039132278051,0.30364077316890464,0,obek_7,0.3619589258455393,0,0,1,0,0
1,1,6,1,0.2763102692756565,0,3,0.5224841700806755,0.3097009939991623,0,obek_7,0.38344069939356545,0,1,0,0,0
0,0,3,2,0.26028479435570673,0,0,0.4861727312093301,0.28994722196622524,0,obek_7,0.360669960554456,0,1,0,0,0
1,1,7,1,0.27974308363688555,1,3,0.42976215063404116,0.3633271787184259,0,obek_7,0.43426696320964264,0,1,0,0,0
1,1,0,1,0.27286784652171997,1,2,0.5982726742853799,0.2699732891281401,0,obek_7,0.3551795429124179,0,0,1,0,0
1,1,6,1,0.2543732488877347,1,3,0.4844908276892858,0.31894679102922285,0,obek_7,0.3978379335617622,0,0,1,0,0
1,0,0,1,0.26667649470285715,1,4,0.5222406792800061,0.3243318801435021,0,obek_7,0.3829104708209901,0,0,1,0,0
0,0,6,2,0.25024820627022215,0,1,0.49956404313498043,0.29659448028544505,1,obek_7,0.4633211232202041,0,0,0,0,1
0,0,4,1,0.2867111371676672,0,3,0.5020965556689188,0.3390736478986225,0,obek_7,0.33517072261461683,0,0,1,0,0
0,1,7,1,0.2557657663019423,0,0,0.4898777236303777,0.29949388046645287,0,obek_7,0.3822666618992877,0,1,0,0,0
0,0,6,1,0.2751133820210354,0,0,0.4701072891388985,0.30390227348405774,0,obek_7,0.4087457024131632,0,0,1,0,0
0,0,3,2,0.2592782156488441,0,2,0.09098795012782104,0.249719729759456,0,obek_7,0.06498267073327699,0,0,1,0,0
1,0,6,1,0.25878692896259137,1,2,0.5421269502913744,0.2966289208516561,0,obek_7,0.3665120455343693,0,0,1,0,0
0,1,6,1,0.2708684996506506,0,3,0.51506258268021,0.3442108250054128,0,obek_7,0.3986511642459551,0,0,1,0,0
1,0,7,1,0.26080322482300416,3,2,0.5128186773480929,0.29286490137196425,1,obek_7,0.4592537824748621,0,1,0,0,0
0,0,3,1,0.2558070326813928,0,0,0.5559892244196327,0.3104339264206801,0,obek_7,0.44756838828853684,0,1,0,0,0
1,0,7,1,0.238134542936324,0,2,0.5124767540246948,0.301541571348861,1,obek_7,0.31477881670653435,1,0,0,0,0
0,1,6,3,0.2638392233118748,0,3,0.37213151367640546,0.3025645450770583,0,obek_7,0.436756855460628,0,0,1,0,0
1,0,2,1,0.28089744875146777,0,3,0.4277609504644706,0.2873582700892997,0,obek_7,0.4337651702844978,0,0,1,0,0
1,1,6,1,0.2594181215050401,1,3,0.48911135251473764,0.3250661152186284,0,obek_7,0.41247753655585023,0,1,0,0,0
0,0,3,1,0.2677494414465154,0,2,0.5322407431616494,0.31399868479346993,0,obek_7,0.5037819381025204,0,1,0,0,0
1,0,7,1,0.26765822198654443,1,2,0.5445000136529035,0.34263596161667137,0,obek_7,0.40167805886229396,0,1,0,0,0
1,1,3,1,0.28441595244421464,3,3,0.5714074595681224,0.3250047097157132,0,obek_7,0.43865824506072904,1,0,0,0,0
0,1,6,1,0.27744515760318583,1,2,0.5768630615499466,0.34880619450112854,0,obek_7,0.44274634176715444,0,1,0,0,0
1,1,5,1,0.2530762710306933,0,3,0.4614743352174501,0.26610964626031314,0,obek_7,0.461970416616309,0,1,0,0,0
0,0,6,1,0.24865194722563796,0,2,0.4584954288700432,0.2796964491577351,0,obek_7,0.4543428424020206,0,1,0,0,0
1,1,5,1,0.2629002484226154,1,3,0.5748658656569829,0.40200486664434026,0,obek_7,0.3911591465342489,0,0,0,0,1
0,1,5,1,0.27060659648282437,0,3,0.5493486696890961,0.34106749704253286,0,obek_7,0.4407064982005613,1,0,0,0,0
1,0,7,1,0.27463708263180964,3,1,0.49726679653542255,0.294743889962238,0,obek_7,0.3492287083856059,0,1,0,0,0
1,1,1,1,0.2569721216464167,1,3,0.5614883771852042,0.2745799641019319,0,obek_7,0.40244601057870266,0,1,0,0,0
0,1,6,1,0.24228638828119145,1,4,0.6050711822654329,0.3324859201840423,0,obek_7,0.4109821833182578,0,0,1,0,0
0,1,5,1,0.27172913347372796,1,2,0.5861436812018401,0.28722912211136187,0,obek_7,0.38459989250458193,0,1,0,0,0
0,1,6,1,0.2605734067820617,1,0,0.5507835894540101,0.3066137525961883,0,obek_7,0.40668690170531097,0,1,0,0,0
0,0,6,1,0.2705602890674225,0,0,0.49565212314470025,0.3281935606120432,0,obek_7,0.37382224112100126,0,0,1,0,0
0,0,3,1,0.2518769141162266,0,2,0.6461016912747235,0.3260934990273906,0,obek_7,0.37276809051554366,0,1,0,0,0
1,0,5,2,0.2687201267390817,0,4,0.51415526440202,0.3319824803373372,0,obek_7,0.3579644537004579,1,0,0,0,0
1,0,4,1,0.2545809412013062,0,2,0.6068246910737924,0.31034475744975265,0,obek_7,0.4427332039642024,0,0,1,0,0
0,1,5,1,0.23790052157882227,0,3,0.5327922789670057,0.27448145208154145,0,obek_7,0.4024799750534388,1,0,0,0,0
0,0,6,1,0.25259589752331807,0,0,0.5047276301163557,0.2821714706986669,0,obek_7,0.43205909364915174,1,0,0,0,0
1,1,6,1,0.28276662231681643,0,4,0.5628061464121994,0.323439099918313,0,obek_7,0.4176977641996604,0,0,1,0,0
0,1,5,1,0.23529832043199958,1,1,0.5824824119398899,0.3774228871445964,1,obek_7,0.39230024085314313,0,1,0,0,0
0,0,3,1,0.18350394703178932,0,1,0.07060774362332822,0.24272458263828506,0,obek_7,0.07176899784871987,0,0,0,0,1
1,1,5,1,0.26023060957438254,1,4,0.4553241922601065,0.3133246767451704,0,obek_7,0.36075303904119865,0,1,0,0,0
0,0,0,1,0.26158081370691744,0,2,0.47314046972207086,0.2943877246153479,1,obek_7,0.40486993672342264,0,1,0,0,0
0,0,5,1,0.2603562506427915,0,1,0.4814983740520496,0.3224797209569192,0,obek_7,0.40810324860015224,0,1,0,0,0
0,0,7,1,0.27191286151232397,0,4,0.44229344013330035,0.2932338242984384,0,obek_7,0.4038023774247347,0,0,1,0,0
1,0,6,1,0.26055253392539324,1,2,0.48844759042032787,0.37296383730601884,0,obek_7,0.4735840299264557,1,0,0,0,0
1,1,5,1,0.267781942168963,0,0,0.5705656080751127,0.31709907407005106,1,obek_7,0.42275462909959344,1,0,0,0,0
0,1,3,1,0.2381601638732709,1,0,0.5871168306148846,0.26172416394718484,0,obek_7,0.420561237199631,1,0,0,0,0
0,0,5,1,0.2692592543454418,1,0,0.5638892433280047,0.3163787215229124,0,obek_7,0.40732469273091226,0,0,1,0,0
0,0,5,1,0.2588504194871017,0,3,0.5708976468723013,0.30913600641313255,0,obek_7,0.4010093490378904,0,1,0,0,0
0,1,5,1,0.28204821303479455,0,3,0.6176502881135673,0.31363788165162,0,obek_7,0.41491731038601326,0,1,0,0,0
0,1,1,1,0.27798577914653777,1,1,0.44767866855280675,0.301123623702634,1,obek_7,0.4418646671994489,1,0,0,0,0
0,0,0,1,0.2693663384003156,0,0,0.48104429936735543,0.31041189600006397,0,obek_7,0.48674718778385595,0,1,0,0,0
0,0,1,1,0.24732683088973292,0,3,0.5413429664201199,0.2830127076523901,0,obek_7,0.34768034546389676,0,0,0,1,0
0,0,0,1,0.26847215675509756,0,3,0.5903333722135382,0.3322872089724615,0,obek_7,0.45196344034425384,1,0,0,0,0
0,1,5,1,0.25405382196734067,0,2,0.5299528707797156,0.28382920821821095,0,obek_7,0.4676273629046776,0,0,1,0,0
0,0,6,1,0.2554340896776874,0,3,0.43613086539840734,0.29593812879504156,0,obek_7,0.36318941079800304,0,1,0,0,0
0,0,5,1,0.27188723110310337,1,3,0.48094134365894253,0.30078172563331734,0,obek_7,0.3081643381009819,0,1,0,0,0
0,0,5,1,0.27697064768302504,1,0,0.5511488085021927,0.29569098422129847,0,obek_7,0.4009272990041136,0,1,0,0,0
0,0,1,2,0.2893560061212345,1,2,0.5337296701460683,0.33793519337943817,0,obek_7,0.43480953291267327,1,0,0,0,0
0,1,5,1,0.2737703671166251,0,3,0.4433826276183816,0.3129941163748236,0,obek_7,0.4806828958511855,0,1,0,0,0
0,1,3,1,0.27076517452033666,1,0,0.47365519730503,0.34770689664240445,0,obek_7,0.4296993726893891,0,0,1,0,0
1,0,2,1,0.28036244436599767,0,2,0.48248954113418047,0.28063502419558245,0,obek_7,0.4416594940404219,1,0,0,0,0
1,0,2,1,0.2680033429525992,0,3,0.593434259176818,0.33181671350364944,0,obek_7,0.4277163434151407,0,0,1,0,0
1,1,6,1,0.25994666577652137,1,1,0.5112524512031986,0.2578669178474833,0,obek_7,0.4170575055740505,0,1,0,0,0
0,0,1,1,0.2612401101175004,3,4,0.46165223233974545,0.29833613662824593,0,obek_7,0.4639894888918613,0,1,0,0,0
0,0,5,1,0.260185157781533,3,0,0.5192539926516695,0.3208325143422257,0,obek_7,0.43732338829826983,0,1,0,0,0
0,0,5,1,0.2635310264503771,0,1,0.48082849846124515,0.3537372976644603,0,obek_7,0.43671351691115284,0,1,0,0,0
0,1,6,1,0.26136559601654236,0,1,0.49219859582796094,0.2938506469504516,0,obek_7,0.3891563529596977,0,1,0,0,0
0,0,6,2,0.2672858073991416,0,3,0.4279828433840625,0.28708938646674564,0,obek_7,0.39178452673752834,0,0,0,0,1
0,1,5,1,0.25426851073529766,0,1,0.5586755988401424,0.2702097099044961,0,obek_7,0.4439783251826162,0,0,1,0,0
0,0,8,2,0.2548641225654657,3,3,0.5003295009818733,0.3059918019743099,0,obek_7,0.4238984272098742,0,1,0,0,0
0,0,7,1,0.2774772135675071,0,0,0.5326266891449263,0.3125838058909194,0,obek_7,0.41910235024320186,0,0,0,1,0
0,0,8,2,0.2730892080475765,0,1,0.5240857595778345,0.2808847014018467,0,obek_7,0.44062065166639913,0,0,1,0,0
0,0,8,1,0.24940768537562055,0,1,0.5079817274769458,0.3164241967170792,0,obek_7,0.40196925745380907,0,0,1,0,0
0,0,6,1,0.2771229495018723,1,0,0.5468365607697216,0.32142098789814383,0,obek_7,0.4670018682960359,1,0,0,0,0
1,1,6,1,0.26770753079968046,0,2,0.6128282231927857,0.3308064378531517,0,obek_7,0.38821809426743803,0,1,0,0,0
1,1,5,1,0.24715460700284078,0,2,0.5664382550210691,0.28087772123203464,0,obek_7,0.38095708229267056,0,0,1,0,0
0,1,6,1,0.27432110134569326,0,2,0.5803573352897975,0.32973309024027425,0,obek_7,0.4525105260808912,1,0,0,0,0
1,0,2,1,0.08149807528897121,0,4,0.02581913781142947,0.1802757508373376,0,obek_7,0.26658740754924887,0,0,1,0,0
1,0,5,2,0.2713229397986631,0,4,0.505212877396995,0.34114242565308456,0,obek_7,0.39273054734204305,0,1,0,0,0
0,1,5,1,0.24438810557441196,1,0,0.5130365032704916,0.3362654823419893,0,obek_7,0.45178630105937206,0,0,1,0,0
1,0,4,3,0.3898083942075963,2,0,0.9055052174181584,0.4661898503441817,0,obek_7,0.18157243269936707,0,0,0,1,0
0,0,5,2,0.2699276228410964,0,3,0.4817711445509489,0.2694883394389688,0,obek_7,0.3999049107536492,0,0,0,1,0
1,0,7,1,0.2732119623710255,0,3,0.5944481945017122,0.3722796423930922,0,obek_7,0.3489912563958446,0,1,0,0,0
1,0,5,1,0.28261135317259095,0,2,0.469186542166882,0.29640570557842194,0,obek_7,0.35166518501844823,0,1,0,0,0
1,1,4,1,0.26338463732319606,1,3,0.4888586298558188,0.282858511832233,0,obek_7,0.47219667083969097,0,0,1,0,0
1,1,3,3,0.2844185524754233,0,4,0.6038962258700142,0.3000870553562786,0,obek_7,0.4415752479936798,0,1,0,0,0
1,0,6,1,0.25130185900972163,1,4,0.5560358467108408,0.2982084512489103,0,obek_7,0.38856683353538424,0,0,1,0,0
0,0,6,1,0.2546794025387561,1,0,0.5470438429967963,0.3301872569835408,0,obek_7,0.38281806335852336,0,1,0,0,0
1,0,5,1,0.27826431815515834,1,4,0.5052427853007329,0.3367246756243383,0,obek_7,0.3859782647700605,0,1,0,0,0
0,0,6,2,0.25377278237452316,1,3,0.46213870732339773,0.36327071814585876,1,obek_7,0.401507022942057,1,0,0,0,0
1,1,6,1,0.2808105547368794,0,2,0.5033460140822188,0.3408425597171057,1,obek_7,0.3455673970303583,0,1,0,0,0
0,0,5,1,0.2626827520887433,0,0,0.4954594662779023,0.3482360917734981,0,obek_7,0.4482896908508629,0,0,1,0,0
0,0,6,1,0.2761491919148929,1,3,0.42059153881589006,0.34310204631900537,0,obek_7,0.4905579390781766,0,1,0,0,0
1,0,7,2,0.28006745107693537,1,2,0.6143925885812505,0.29232007010233696,0,obek_7,0.4606010812830268,0,1,0,0,0
1,1,4,1,0.2666956188881203,0,1,0.5598260420178742,0.2611636812534959,0,obek_7,0.44560658582237345,1,0,0,0,0
0,1,6,1,0.24451388920360487,0,1,0.5322382547201918,0.31709406644506033,0,obek_7,0.4587995309295857,0,1,0,0,0
0,0,3,1,0.2688522488190076,0,1,0.5257467500729089,0.35019842824568054,0,obek_7,0.4588539958331499,0,0,1,0,0
0,0,5,1,0.2941194195822133,0,0,0.5363627973416345,0.29959562908273657,0,obek_7,0.32874235210452313,0,1,0,0,0
0,0,6,1,0.28345197034790626,1,0,0.5719386998615537,0.3233832190244257,0,obek_7,0.4398423676059387,0,1,0,0,0
0,0,7,1,0.26208886138083165,0,0,0.4486440185052553,0.30804510988926853,0,obek_7,0.4370665591061486,0,0,1,0,0
0,1,2,1,0.2608626018824818,0,4,0.48139689613010234,0.298110216366934,0,obek_7,0.36681298189493666,0,0,1,0,0
1,1,7,1,0.2577204658336262,0,2,0.4940348632171799,0.31676047313704564,0,obek_7,0.348454143494335,0,1,0,0,0
1,0,4,1,0.2652990077458574,0,1,0.5108979823341959,0.2814849688244785,0,obek_7,0.44084495545422336,0,1,0,0,0
1,1,5,1,0.2515504586927916,0,3,0.5209109571849526,0.2642829732065369,0,obek_7,0.4064505022977665,1,0,0,0,0
1,0,8,1,0.27340636756770337,1,3,0.4630426602533056,0.34993450688324695,0,obek_7,0.3936139208624481,0,1,0,0,0
1,0,6,1,0.2698047876470811,0,1,0.6592028761681203,0.29214526906350496,0,obek_7,0.4992695553990695,0,0,1,0,0
0,1,5,1,0.2598177800212764,1,3,0.49031082390600994,0.2794838382022387,1,obek_7,0.45031702808269203,1,0,0,0,0
0,1,1,1,0.2909346733959389,0,3,0.6188792411845219,0.31977337820916496,0,obek_7,0.35384001307092644,0,1,0,0,0
1,0,7,1,0.26490207967089313,0,3,0.5620917673108441,0.3037786212492069,0,obek_7,0.4529838047092955,0,0,1,0,0
1,0,2,2,0.2813287283658051,1,2,0.5288006724273087,0.32208351304934796,0,obek_7,0.36126090975018715,0,0,1,0,0
1,0,5,1,0.27399959972533117,0,2,0.5867687395489278,0.3294027179616798,0,obek_7,0.38591943832654096,0,0,1,0,0
1,1,5,1,0.2719992060935971,0,2,0.5486010982798073,0.3463933203727001,1,obek_7,0.4442220417898948,1,0,0,0,0
0,1,6,1,0.2665266307043379,1,0,0.4976577406300519,0.3116653055020474,0,obek_7,0.40972609464834053,0,0,1,0,0
0,0,6,2,0.2660958080531907,0,4,0.5734575801224764,0.3532322053797315,0,obek_7,0.4010294908866247,1,0,0,0,0
0,0,5,1,0.26134361109837667,1,3,0.6206602113481299,0.3491275998473544,0,obek_7,0.4426972479639603,1,0,0,0,0
0,0,5,1,0.25060999605128786,1,2,0.5779925902962397,0.30614868093815795,0,obek_7,0.47842881850825425,0,0,1,0,0
1,1,6,1,0.26530297413367804,1,3,0.5035782372915714,0.3097787755061227,0,obek_7,0.41431157477221897,0,0,1,0,0
0,0,5,1,0.2660362031520098,1,3,0.5170888656049506,0.24688795730944949,0,obek_7,0.3567913223441638,0,0,1,0,0
1,0,6,1,0.27864229409001273,0,4,0.5554863409963697,0.324400862717676,0,obek_7,0.41792363711400893,1,0,0,0,0
1,1,0,1,0.263320709577279,3,3,0.6014831820842685,0.2868914974826267,0,obek_7,0.3845159140029566,1,0,0,0,0
1,0,6,1,0.24794286640536153,0,2,0.5235955043649472,0.35490498224884737,0,obek_7,0.40186929369050506,1,0,0,0,0
1,1,5,1,0.2783735632659975,1,2,0.49966134595312867,0.3337032174874613,0,obek_7,0.4322074506605938,0,1,0,0,0
1,1,4,2,0.16181496557338618,1,0,0.14390744410940054,0.6327581360724086,1,obek_7,0.73846409551134,1,0,0,0,0
1,1,6,1,0.263004973530268,0,4,0.47055567815287297,0.3207204285220803,0,obek_7,0.37042387433485113,1,0,0,0,0
0,1,4,1,0.16514589747864206,0,1,0.1297266710619151,0.8003541893611281,1,obek_7,0.5457563968806664,1,0,0,0,0
1,0,4,1,0.24442856374160046,1,0,0.5117379061942573,0.30009349354352194,0,obek_7,0.43431693351990913,0,0,1,0,0
0,0,6,3,0.2919308173195843,0,0,0.5699520869297738,0.3167074514308229,0,obek_7,0.4225712290213406,0,0,1,0,0
0,0,5,1,0.2625706976603225,1,3,0.6045119090778399,0.3027704175922724,0,obek_7,0.4750876801997499,0,1,0,0,0
0,1,2,1,0.2611015652314356,0,0,0.5625727711302031,0.26167778277290776,0,obek_7,0.46243124126660345,0,0,1,0,0
0,0,5,1,0.26789676849106053,0,0,0.511162215911281,0.28313526793116867,0,obek_7,0.36026526413483134,0,1,0,0,0
1,0,3,1,0.25624549974804667,1,3,0.5714450229164045,0.3064806913382926,0,obek_7,0.4116458247548513,0,1,0,0,0
0,0,7,1,0.2685483108966853,1,1,0.5024540409876008,0.2983040110343602,0,obek_7,0.3755638724796815,0,0,1,0,0
1,1,6,1,0.28074808979322863,1,4,0.4123134871121942,0.2764119021406303,0,obek_7,0.4092778319215959,0,0,1,0,0
1,0,6,2,0.2800920799408995,1,4,0.5008565617093554,0.3262245785221757,0,obek_7,0.35858969935518636,1,0,0,0,0
0,1,3,1,0.1525673133407212,1,2,0.0560235266480513,0.10459382991507167,0,obek_7,0.023853281830185792,1,0,0,0,0
1,1,6,3,0.24119426031865862,1,3,0.448749086016001,0.2700902666659595,0,obek_7,0.36356350182808295,0,0,1,0,0
0,0,5,1,0.2611456761508659,1,2,0.46313047573899485,0.34092090532540387,0,obek_7,0.4143574488886034,0,1,0,0,0
0,0,6,1,0.2597995144981566,0,3,0.5573412548072771,0.32961342692879886,0,obek_7,0.3980076053708787,1,0,0,0,0
0,1,0,1,0.2502864615338499,0,2,0.5216075187952851,0.305867724893983,0,obek_7,0.38099468781346246,0,1,0,0,0
1,0,6,1,0.27078239559149825,1,3,0.6619213177885617,0.35383402085467097,0,obek_7,0.37640835148678026,1,0,0,0,0
0,0,3,1,0.2595255301332306,1,0,0.5374647811785802,0.26779154491679413,0,obek_7,0.35601748738747413,0,1,0,0,0
1,1,6,1,0.2693765350384569,1,3,0.5038221978385378,0.309133282446408,0,obek_7,0.45745691310435416,0,1,0,0,0
1,0,6,1,0.26623601921575146,1,3,0.5038593183835263,0.3318694663650343,1,obek_7,0.4333474639030613,1,0,0,0,0
1,0,6,2,0.2623852007228452,1,3,0.55101134451551,0.3400136227286044,0,obek_7,0.48467047691701526,0,1,0,0,0
1,1,5,0,0.6322624500819759,0,3,0.5917802727368522,0.6855842594672513,0,obek_7,0.34280725988604344,0,1,0,0,0
1,1,6,1,0.8005034313390382,0,3,0.6778328161230247,0.6386793405517256,0,obek_7,0.36849602770631584,0,1,0,0,0
1,0,6,1,0.2507093885237359,0,4,0.4810934567413026,0.3091333066640947,1,obek_7,0.35009436127836185,0,1,0,0,0
0,0,7,3,0.3983016345316957,2,2,0.8236420704302234,0.5175969190441513,0,obek_7,0.19709093386560003,0,0,0,1,0
0,0,5,1,0.267328710968588,0,1,0.531070551102008,0.3201027380663476,0,obek_7,0.3824725832787595,0,0,1,0,0
1,0,6,1,0.2567926343903904,0,3,0.4957370452846868,0.2949720495656119,0,obek_7,0.36469631280593057,0,0,1,0,0
0,0,6,1,0.2806452376013826,1,4,0.5661679868280192,0.299934242200688,1,obek_7,0.4315012261217994,0,0,0,0,1
1,0,8,1,0.26241063537258913,0,4,0.667239836439872,0.30628782242088076,0,obek_7,0.37190071197669305,0,0,0,0,1
1,1,5,1,0.25337815646913225,1,2,0.5761885303033145,0.25547997444602777,0,obek_7,0.3787503139795024,0,0,1,0,0
0,0,6,1,0.26125680509417154,1,1,0.48647282514710893,0.316176640122401,0,obek_7,0.4053764542472125,0,0,0,1,0
1,1,5,1,0.2639532430902529,0,0,0.5543201851261108,0.3689326957368692,0,obek_7,0.33002185791694777,0,1,0,0,0
0,0,7,2,0.25265831514118525,1,1,0.5464043405139432,0.33394026173358254,0,obek_7,0.44226513509767756,0,0,1,0,0
1,0,6,3,0.25481083794702003,1,3,0.5769511619542225,0.37897789689446204,0,obek_7,0.41648852259612706,0,0,1,0,0
0,0,0,3,0.2649874119450111,0,1,0.5473259725926771,0.3025615350729143,0,obek_7,0.376640860799441,0,0,1,0,0
0,0,7,1,0.28627515796156516,0,3,0.47178286416355414,0.33826550409378997,0,obek_7,0.389220850354338,0,0,0,0,1
1,1,6,1,0.27043883522281825,1,4,0.5657654937315773,0.3306336836981638,0,obek_7,0.30793518072749126,0,1,0,0,0
1,1,8,2,0.2664629831668328,0,2,0.44906490957585815,0.2890803168164469,0,obek_7,0.43108551445486687,0,0,0,1,0
1,1,7,1,0.25884970692041137,0,3,0.4247363713722568,0.33131634266005655,0,obek_7,0.39160772182013276,0,0,1,0,0
0,0,5,1,0.25861217939216946,1,4,0.6140645966809519,0.2882429410830538,0,obek_7,0.5336689779304469,0,1,0,0,0
0,0,5,3,0.27965090488317634,1,0,0.4127833688051356,0.3016850100626332,0,obek_7,0.3959276439038088,1,0,0,0,0
1,0,6,1,0.26183294692745923,0,2,0.5374518934586092,0.29868811312400617,1,obek_7,0.44249567904405734,0,0,1,0,0
1,0,6,2,0.2380605787348423,1,4,0.677524539352478,0.30637216128507366,0,obek_7,0.3467359850490602,1,0,0,0,0
1,0,6,1,0.26178962740823686,0,4,0.5021556711547415,0.25429116859055,0,obek_7,0.41575475669270834,1,0,0,0,0
0,0,6,1,0.26873488298486203,0,2,0.557431106389568,0.28683845531800434,0,obek_7,0.42729963792894193,0,0,1,0,0
0,0,0,1,0.28408167653424893,0,0,0.40181968135636775,0.3051125864605372,0,obek_7,0.39565871345693504,0,1,0,0,0
1,0,6,2,0.2677933376844508,1,4,0.5585673556717514,0.28828777969770814,0,obek_7,0.38397817659617456,1,0,0,0,0
1,1,6,1,0.2445000099260403,1,4,0.4586022913073548,0.27940196247895827,0,obek_7,0.39823352604269235,0,0,1,0,0
0,0,1,1,0.25196672751782373,1,1,0.5534458419852872,0.2778489454640943,0,obek_7,0.4357176284366344,0,0,1,0,0
0,0,5,1,0.2623124384105996,1,1,0.4343805289175091,0.32017071225780414,0,obek_7,0.5052811591867274,0,0,1,0,0
